area,bedrooms,bathrooms,location,house_age,parking,price,district,land_size,town
2500,5,3,Colombo,44,2,25000000.0,Colombo,8.2,Kottawa
2800,4,4,Colombo,48,2,28000000.0,Colombo,10.0,Malabe
1500,2,1,Colombo,1,1,45000000.0,Colombo,5.5,Kolonnawa
1100,2,1,Colombo,11,1,6900000.0,Colombo,7.0,Kesbewa
3100,4,3,Gampaha,2,2,26500000.0,Gampaha,10.5,Negombo
3000,4,4,Colombo,45,2,33000000.0,Colombo,8.0,Kottawa
1600,3,2,Gampaha,37,2,19000000.0,Gampaha,10.0,Negombo
1610,3,2,Gampaha,24,2,19000000.0,Gampaha,10.0,Negombo
1500,2,2,Colombo,6,1,18000000.0,Colombo,6.8,Athurugiriya
1900,3,2,Colombo,7,2,19000000.0,Colombo,11.4,Malabe
4012,5,3,Colombo,47,2,120000000.0,Colombo,45.0,Battaramulla
1250,2,1,Gampaha,30,1,8000000.0,Gampaha,10.0,Minuwangoda
2000,4,1,Matara,3,2,18500000.0,Matara,10.0,Akuressa
700,1,1,Gampaha,25,1,3600000.0,Gampaha,10.0,Ganemulla
4500,4,4,Colombo,43,2,250000000.0,Colombo,9.9,Colombo 3
1350,2,1,Gampaha,4,1,23500000.0,Gampaha,29.0,Negombo
1250,2,1,Colombo,46,1,12000000.0,Colombo,5.0,Mount Lavinia
1950,3,2,Gampaha,25,2,27000000.0,Gampaha,12.0,Negombo
2000,3,2,Gampaha,43,2,28500000.0,Gampaha,6.0,Wattala
4200,5,5,Colombo,14,2,42500000.0,Colombo,10.0,Talawatugoda
2800,3,2,Gampaha,6,2,21000000.0,Gampaha,7.14,Wattala
1250,3,2,Colombo,11,2,16500000.0,Colombo,7.5,Malabe
2500,3,2,Colombo,4,2,13000000.0,Colombo,10.0,Piliyandala
3150,4,3,Gampaha,2,2,26500000.0,Gampaha,10.5,Negombo
2551,5,3,Gampaha,20,2,30000000.0,Gampaha,15.0,Kandana
2751,4,3,Gampaha,31,2,29500000.0,Gampaha,14.5,Kandana
4500,4,4,Colombo,26,2,100000000.0,Colombo,10.0,Kotte
1100,3,1,Gampaha,7,2,12500000.0,Gampaha,11.75,Kandana
2000,4,2,Gampaha,9,2,35000000.0,Gampaha,10.0,Kandana
2300,5,2,Gampaha,3,2,35000000.0,Gampaha,10.0,Kandana
1500,3,2,Gampaha,35,2,15000000.0,Gampaha,22.0,Negombo
3000,3,3,Gampaha,5,2,31000000.0,Gampaha,30.0,Kandana
4500,4,4,Colombo,26,2,52000000.0,Colombo,10.0,Talawatugoda
4100,4,2,Gampaha,15,2,22500000.0,Gampaha,15.5,Kadawatha
3000,4,3,Gampaha,10,2,29500000.0,Gampaha,8.0,Kandana
2000,4,1,Galle,8,2,7500000.0,Galle,32.8,Galle City
3450,4,2,Gampaha,32,2,23500000.0,Gampaha,12.5,Kadawatha
1520,4,2,Colombo,13,2,11000000.0,Colombo,18.5,Piliyandala
2400,4,4,Colombo,40,2,19500000.0,Colombo,7.0,Piliyandala
2200,4,2,Gampaha,9,2,35000000.0,Gampaha,15.5,Kadawatha
1350,3,2,Gampaha,9,2,12000000.0,Gampaha,6.87,Kadawatha
2800,3,3,Gampaha,9,2,21000000.0,Gampaha,10.0,Kadawatha
2000,4,2,Colombo,29,2,25500000.0,Colombo,21.8,Piliyandala
3842,4,3,Gampaha,12,2,40000000.0,Gampaha,10.0,Kadawatha
1700,3,2,Colombo,44,2,50000000.0,Colombo,17.5,Rajagiriya
1610,3,2,Gampaha,36,2,19000000.0,Gampaha,10.0,Negombo
1600,3,2,Gampaha,6,2,19000000.0,Gampaha,10.0,Negombo
2500,4,3,Colombo,49,2,25000000.0,Colombo,6.1,Kottawa
2000,5,4,Colombo,14,2,105000000.0,Colombo,8.0,Colombo 5
3200,5,2,Gampaha,4,2,29800000.0,Gampaha,48.5,Ja-Ela
1580,3,2,Gampaha,22,2,17000000.0,Gampaha,11.0,Negombo
1410,4,2,Gampaha,3,2,17800000.0,Gampaha,10.0,Ja-Ela
3000,4,2,Gampaha,45,2,27000000.0,Gampaha,10.0,Ja-Ela
1100,2,1,Gampaha,13,1,3800000.0,Gampaha,8.0,Mirigama
4000,4,2,Gampaha,33,2,26000000.0,Gampaha,10.5,Ja-Ela
3500,4,3,Kandy,2,2,55000000.0,Kandy,20.0,Digana
1500,4,1,Gampaha,4,2,15000000.0,Gampaha,15.0,Kadawatha
3000,5,2,Gampaha,9,2,49800000.0,Gampaha,27.0,Gampaha City
3500,3,2,Badulla,2,2,21000000.0,Badulla,16.5,Bandarawela
1610,3,2,Gampaha,38,2,18000000.0,Gampaha,11.5,Negombo
2000,4,3,Colombo,16,2,19500000.0,Colombo,6.5,Piliyandala
2000,3,1,Colombo,23,2,14800000.0,Colombo,6.8,Malabe
4000,4,3,Colombo,1,2,28000000.0,Colombo,15.0,Homagama
3000,4,3,Colombo,3,2,29500000.0,Colombo,12.0,Kottawa
3600,6,4,Colombo,30,3,33500000.0,Colombo,16.2,Kottawa
2400,4,3,Colombo,6,2,27000000.0,Colombo,7.0,Kottawa
2300,6,2,Matara,1,3,14000000.0,Matara,10.0,Kamburugamuwa
2150,4,3,Colombo,32,2,27000000.0,Colombo,12.0,Maharagama
2500,4,2,Colombo,30,2,36000000.0,Colombo,7.0,Maharagama
3300,6,4,Colombo,48,3,45000000.0,Colombo,10.0,Maharagama
4000,4,4,Colombo,15,2,120000000.0,Colombo,92.0,Maharagama
1500,4,3,Colombo,40,2,9000000.0,Colombo,32.0,Homagama
2000,3,2,Colombo,30,2,16000000.0,Colombo,6.0,Pannipitiya
2400,4,3,Colombo,9,2,24800000.0,Colombo,6.0,Piliyandala
3000,4,4,Colombo,50,2,27500000.0,Colombo,7.5,Piliyandala
3500,6,4,Colombo,36,3,25000000.0,Colombo,20.0,Piliyandala
800,2,1,Galle,1,1,5000000.0,Galle,22.0,Galle City
2500,4,3,Gampaha,2,2,29500000.0,Gampaha,20.0,Negombo
2300,4,4,Colombo,2,2,21500000.0,Colombo,9.5,Piliyandala
2200,3,1,Colombo,33,2,15500000.0,Colombo,10.0,Pannipitiya
1610,3,2,Gampaha,15,2,19000000.0,Gampaha,10.0,Negombo
3150,4,3,Gampaha,4,2,26500000.0,Gampaha,10.5,Negombo
1200,3,2,Colombo,19,2,18500000.0,Colombo,10.0,Piliyandala
4500,4,3,Gampaha,2,2,47000000.0,Gampaha,14.7,Negombo
1500,3,2,Colombo,10,2,33000000.0,Colombo,6.0,Nugegoda
3250,5,3,Colombo,20,2,23500000.0,Colombo,7.0,Piliyandala
1600,3,2,Gampaha,10,2,19000000.0,Gampaha,10.0,Negombo
2000,3,2,Colombo,8,2,160000000.0,Colombo,13.75,Colombo 6
3700,5,4,Colombo,29,2,30500000.0,Colombo,8.0,Piliyandala
2500,4,5,Colombo,48,2,25500000.0,Colombo,7.0,Piliyandala
1500,4,2,Gampaha,3,2,14500000.0,Gampaha,12.7,Kiribathgoda
3850,4,4,Colombo,27,2,33000000.0,Colombo,10.0,Piliyandala
1350,2,1,Colombo,15,1,6000000.0,Colombo,10.25,Padukka
1300,4,1,Colombo,4,2,10500000.0,Colombo,12.0,Homagama
3500,4,3,Colombo,31,2,67500000.0,Colombo,11.5,Wellampitiya
3300,4,3,Kurunegala,6,2,350000000.0,Kurunegala,15.0,Kurunegala City
1200,2,1,Colombo,9,1,16500000.0,Colombo,7.0,Boralesgamuwa
2500,3,2,Colombo,40,2,19000000.0,Colombo,17.0,Athurugiriya
1610,3,2,Gampaha,4,2,19000000.0,Gampaha,10.0,Negombo
700,3,1,Galle,39,2,3200000.0,Galle,30.0,Elpitiya
2200,4,2,Kandy,24,2,9000000.0,Kandy,29.0,Peradeniya
2200,3,1,Galle,20,2,9800000.0,Galle,13.5,Elpitiya
3500,4,3,Gampaha,10,2,29500000.0,Gampaha,20.0,Negombo
2500,4,3,Gampaha,14,2,48000000.0,Gampaha,12.38,Kelaniya
1500,4,2,Gampaha,3,2,14500000.0,Gampaha,12.7,Wattala
1600,3,2,Gampaha,15,2,19000000.0,Gampaha,10.0,Negombo
1600,3,2,Gampaha,11,2,18000000.0,Gampaha,11.5,Negombo
800,2,2,Colombo,7,1,9500000.0,Colombo,4.0,Kolonnawa
1361,3,2,Colombo,8,2,11900000.0,Colombo,5.0,Kolonnawa
1200,3,2,Gampaha,48,2,13000000.0,Gampaha,11.0,Seeduwa
1400,3,2,Colombo,46,2,16500000.0,Colombo,6.0,Kolonnawa
3000,8,5,Colombo,19,4,195000000.0,Colombo,12.5,Colombo 3
910,1,1,Kalutara,3,1,7000000.0,Kalutara,12.68,Bandaragama
2900,4,4,Colombo,23,2,29500000.0,Colombo,6.5,Malabe
2000,5,4,Colombo,44,2,28000000.0,Colombo,7.5,Boralesgamuwa
1584,3,1,Colombo,8,2,9000000.0,Colombo,11.65,Piliyandala
1500,3,3,Colombo,40,2,18500000.0,Colombo,7.5,Malabe
1610,3,2,Gampaha,4,2,19000000.0,Gampaha,10.0,Negombo
1000,4,2,Kurunegala,5,2,4800000.0,Kurunegala,48.0,Hettipola
4600,5,4,Colombo,14,2,180000000.0,Colombo,8.5,Colombo 5
1610,3,2,Gampaha,4,2,18000000.0,Gampaha,11.5,Negombo
3452,4,4,Colombo,41,2,33000000.0,Colombo,10.0,Piliyandala
3412,5,4,Colombo,8,2,335000000.0,Colombo,16.0,Piliyandala
3452,5,5,Colombo,4,2,36700000.0,Colombo,11.5,Piliyandala
3412,4,4,Colombo,26,2,38000000.0,Colombo,8.5,Piliyandala
2865,4,4,Colombo,8,2,27000000.0,Colombo,7.0,Piliyandala
1585,3,3,Colombo,41,2,18500000.0,Colombo,8.0,Piliyandala
2874,4,4,Colombo,6,2,27500000.0,Colombo,8.0,Piliyandala
2875,4,4,Colombo,43,2,26000000.0,Colombo,7.0,Piliyandala
2874,4,4,Colombo,9,2,24800000.0,Colombo,6.0,Piliyandala
2985,5,4,Colombo,41,2,29000000.0,Colombo,7.0,Piliyandala
3500,7,7,Colombo,2,4,67000000.0,Colombo,12.0,Mount Lavinia
2745,3,3,Colombo,7,2,21500000.0,Colombo,7.0,Piliyandala
1542,3,2,Colombo,2,2,15000000.0,Colombo,7.5,Piliyandala
1942,3,2,Colombo,8,2,16500000.0,Colombo,6.5,Piliyandala
2745,4,4,Colombo,12,2,21500000.0,Colombo,9.0,Piliyandala
1652,3,3,Colombo,6,2,18500000.0,Colombo,11.0,Piliyandala
2474,4,3,Colombo,50,2,18500000.0,Colombo,6.5,Piliyandala
3102,4,4,Colombo,10,2,31000000.0,Colombo,7.5,Piliyandala
2874,3,3,Colombo,19,2,23000000.0,Colombo,7.0,Piliyandala
3102,4,5,Colombo,11,2,25500000.0,Colombo,7.5,Piliyandala
1600,3,2,Gampaha,4,2,19000000.0,Gampaha,10.0,Negombo
1600,3,2,Gampaha,12,2,18000000.0,Gampaha,11.5,Negombo
9500,8,7,Colombo,17,4,180000000.0,Colombo,24.0,Battaramulla
3000,3,1,Colombo,39,2,23500000.0,Colombo,10.0,Homagama
1600,2,1,Gampaha,2,1,4800000.0,Gampaha,18.82,Ganemulla
2019,3,3,Colombo,41,2,23000000.0,Colombo,13.5,Kottawa
3300,6,4,Colombo,42,3,44000000.0,Colombo,10.0,Maharagama
3500,4,4,Colombo,44,2,55000000.0,Colombo,7.7,Talawatugoda
3000,4,4,Colombo,31,2,60000000.0,Colombo,15.0,Talawatugoda
3500,4,4,Colombo,10,2,150000000.0,Colombo,20.9,Dehiwala
2178,3,2,Gampaha,11,2,15000000.0,Gampaha,8.0,Ja-Ela
2400,4,2,Gampaha,46,2,48000000.0,Gampaha,36.0,Ja-Ela
1550,3,2,Gampaha,20,2,17000000.0,Gampaha,11.0,Negombo
800,2,1,Colombo,20,1,4000000.0,Colombo,2.5,Colombo 15
4000,5,4,Colombo,33,2,35000000.0,Colombo,7.0,Malabe
1610,3,2,Gampaha,3,2,18000000.0,Gampaha,11.5,Negombo
1750,3,1,Kalutara,22,2,11000000.0,Kalutara,11.5,Panadura
1600,2,2,Gampaha,19,1,10000000.0,Gampaha,14.0,Negombo
1200,2,1,Gampaha,7,1,12000000.0,Gampaha,40.0,Negombo
4000,4,4,Colombo,11,2,49500000.0,Colombo,10.0,Talawatugoda
1600,3,2,Gampaha,17,2,19000000.0,Gampaha,10.0,Negombo
1500,3,2,Gampaha,38,2,13500000.0,Gampaha,10.0,Negombo
2850,4,3,Colombo,8,2,28000000.0,Colombo,6.5,Malabe
4000,4,4,Colombo,22,2,95000000.0,Colombo,10.0,Kotte
1600,3,2,Gampaha,1,2,19000000.0,Gampaha,10.0,Negombo
4500,5,4,Colombo,31,2,65000000.0,Colombo,10.0,Malabe
1600,3,2,Gampaha,28,2,18000000.0,Gampaha,11.5,Negombo
2200,4,2,Colombo,41,2,32000000.0,Colombo,10.3,Battaramulla
1610,3,2,Gampaha,46,2,19000000.0,Gampaha,10.0,Negombo
1356,3,1,Gampaha,6,2,7800000.0,Gampaha,18.75,Nittambuwa
2750,4,4,Gampaha,6,2,32000000.0,Gampaha,7.3,Wattala
4500,5,5,Colombo,3,2,82500000.0,Colombo,16.0,Talawatugoda
3750,4,4,Colombo,7,2,90000000.0,Colombo,7.4,Colombo 5
3500,5,2,Gampaha,16,2,25000000.0,Gampaha,12.3,Kelaniya
4000,4,4,Colombo,2,2,75000000.0,Colombo,16.0,Rajagiriya
1600,3,2,Gampaha,48,2,19000000.0,Gampaha,10.0,Negombo
3300,4,4,Colombo,6,2,50000000.0,Colombo,10.0,Talawatugoda
3000,4,3,Colombo,11,2,110000000.0,Colombo,50.0,Talawatugoda
2228,6,3,Colombo,8,3,42500000.0,Colombo,9.6,Maharagama
3300,4,2,Colombo,49,2,55000000.0,Colombo,11.0,Talawatugoda
4500,5,4,Colombo,36,2,115000000.0,Colombo,22.0,Talawatugoda
1400,6,7,Colombo,33,3,170000000.0,Colombo,24.0,Talawatugoda
3000,4,4,Colombo,18,2,33000000.0,Colombo,8.0,Kottawa
2800,5,2,Gampaha,5,2,31000000.0,Gampaha,28.0,Gampaha City
4500,5,4,Colombo,50,2,115000000.0,Colombo,22.0,Battaramulla
1404,4,6,Colombo,44,2,22000000.0,Colombo,10.0,Moratuwa
2800,4,3,Colombo,48,2,26500000.0,Colombo,6.5,Malabe
2560,5,4,Colombo,7,2,26000000.0,Colombo,9.5,Moratuwa
2000,3,2,Colombo,19,2,19000000.0,Colombo,10.5,Malabe
1000,3,1,Ratnapura,6,2,5200000.0,Ratnapura,18.0,Balangoda
1600,4,1,Galle,13,2,8500000.0,Galle,100.0,Ambalangoda
1500,3,1,Kalutara,16,2,4500000.0,Kalutara,32.0,Horana
1400,3,2,Colombo,50,2,18500000.0,Colombo,7.9,Malabe
1070,3,2,Colombo,32,2,14200000.0,Colombo,7.6,Malabe
2500,4,3,Colombo,5,2,23500000.0,Colombo,6.0,Malabe
3600,4,3,Colombo,19,2,36000000.0,Colombo,7.8,Malabe
2500,6,2,Colombo,25,3,25500000.0,Colombo,10.0,Malabe
2400,4,3,Colombo,7,2,26000000.0,Colombo,10.5,Malabe
2200,5,4,Gampaha,1,2,37000000.0,Gampaha,10.5,Kadawatha
1800,3,3,Colombo,44,2,18500000.0,Colombo,10.0,Athurugiriya
2000,4,3,Colombo,23,2,19500000.0,Colombo,6.5,Piliyandala
3000,5,3,Colombo,16,2,65000000.0,Colombo,20.0,Homagama
2600,4,4,Colombo,5,2,27500000.0,Colombo,10.0,Athurugiriya
2200,5,2,Ratnapura,8,2,9700000.0,Ratnapura,20.0,Balangoda
1800,4,3,Colombo,12,2,14500000.0,Colombo,26.0,Kaduwela
3200,5,4,Colombo,40,2,75000000.0,Colombo,36.5,Talawatugoda
1900,3,3,Colombo,35,2,20000000.0,Colombo,6.5,Athurugiriya
3600,5,4,Colombo,4,2,35000000.0,Colombo,8.0,Malabe
1250,3,2,Colombo,17,2,26500000.0,Colombo,7.0,Malabe
2240,3,3,Galle,50,2,47250000.0,Galle,8.0,Galle City
5000,4,4,Gampaha,26,2,30000000.0,Gampaha,12.5,Kadawatha
1600,3,2,Gampaha,7,2,18000000.0,Gampaha,11.5,Negombo
1000,6,1,Kandy,2,3,16500000.0,Kandy,29.0,Gelioya
1500,2,1,Gampaha,2,1,8000000.0,Gampaha,6.0,Wattala
2100,4,4,Colombo,23,2,20000000.0,Colombo,6.0,Athurugiriya
1610,3,2,Gampaha,2,2,19000000.0,Gampaha,10.0,Negombo
1610,3,2,Gampaha,5,2,18000000.0,Gampaha,11.5,Negombo
1500,3,1,Colombo,48,2,18500000.0,Colombo,10.0,Piliyandala
3200,3,4,Colombo,3,2,36000000.0,Colombo,10.0,Athurugiriya
5445,3,1,Colombo,4,2,20000000.0,Colombo,20.0,Piliyandala
1600,3,2,Gampaha,19,2,19000000.0,Gampaha,10.0,Negombo
1600,3,2,Gampaha,10,2,18000000.0,Gampaha,11.5,Negombo
4290,5,4,Galle,44,2,65000000.0,Galle,23.5,Galle City
1590,3,2,Gampaha,8,2,17000000.0,Gampaha,10.0,Negombo
1215,3,1,Ampara,14,2,4300000.0,Ampara,80.0,Ampara City
1250,3,2,Galle,20,2,14500000.0,Galle,40.0,Galle City
2400,6,6,Galle,1,3,100000000.0,Galle,59.5,Galle City
4500,5,4,Gampaha,10,2,42500000.0,Gampaha,9.0,Gampaha City
2000,3,3,Galle,28,2,24000000.0,Galle,23.5,Galle City
2000,3,3,Galle,7,2,15000000.0,Galle,20.0,Galle City
1800,3,2,Colombo,11,2,15800000.0,Colombo,10.0,Homagama
1000,3,2,Gampaha,5,2,6000000.0,Gampaha,10.0,Nittambuwa
2850,5,2,Colombo,6,2,26000000.0,Colombo,10.0,Piliyandala
2500,6,6,Galle,44,3,55000000.0,Galle,26.0,Galle City
1550,3,2,Gampaha,2,2,17000000.0,Gampaha,11.0,Negombo
3000,4,4,Colombo,44,2,52500000.0,Colombo,15.0,Battaramulla
3000,4,4,Colombo,23,2,33000000.0,Colombo,8.0,Kottawa
3100,4,3,Gampaha,10,2,26500000.0,Gampaha,10.5,Negombo
1600,3,2,Gampaha,6,2,19000000.0,Gampaha,10.0,Negombo
1300,2,2,Colombo,32,1,16750000.0,Colombo,6.0,Angoda
6000,4,3,Colombo,18,2,338000000.0,Colombo,20.5,Colombo 7
1610,3,2,Gampaha,4,2,18000000.0,Gampaha,11.5,Negombo
2600,5,3,Colombo,11,2,30000000.0,Colombo,6.5,Dehiwala
1600,3,1,Gampaha,6,2,9500000.0,Gampaha,10.0,Gampaha City
1610,3,2,Gampaha,17,2,19000000.0,Gampaha,10.0,Negombo
2100,2,1,Gampaha,2,1,17500000.0,Gampaha,41.0,Veyangoda
1200,3,2,Colombo,25,2,6900000.0,Colombo,12.0,Piliyandala
3150,4,3,Gampaha,11,2,26500000.0,Gampaha,10.5,Negombo
1425,3,1,Gampaha,17,2,9900000.0,Gampaha,10.0,Negombo
1200,2,1,Gampaha,41,1,8800000.0,Gampaha,18.0,Mirigama
4000,5,3,Colombo,42,2,65000000.0,Colombo,10.0,Battaramulla
1350,3,1,Gampaha,3,2,9900000.0,Gampaha,10.0,Negombo
1000,2,1,Gampaha,2,1,28600000.0,Gampaha,11.0,Kiribathgoda
1900,4,2,Colombo,5,2,19000000.0,Colombo,11.4,Malabe
1600,3,2,Gampaha,16,2,19000000.0,Gampaha,10.0,Negombo
3500,4,6,Gampaha,29,2,36000000.0,Gampaha,15.0,Kiribathgoda
700,1,1,Gampaha,1,1,3600000.0,Gampaha,10.0,Ganemulla
1600,4,3,Gampaha,3,2,17500000.0,Gampaha,12.5,Kadawatha
2800,4,4,Gampaha,34,2,27000000.0,Gampaha,18.0,Kiribathgoda
4000,7,4,Kegalle,5,4,29500000.0,Kegalle,61.0,Yatiyantota
6600,5,5,Colombo,4,2,165000000.0,Colombo,38.4,Talawatugoda
1000,3,1,Colombo,13,2,12000000.0,Colombo,12.0,Homagama
2700,4,2,Colombo,43,2,26500000.0,Colombo,12.0,Angoda
700,3,2,Colombo,37,2,11500000.0,Colombo,4.0,Wellampitiya
1000,2,1,Gampaha,22,1,8800000.0,Gampaha,15.0,Mirigama
3600,4,4,Colombo,16,2,36000000.0,Colombo,7.8,Malabe
1600,4,1,Gampaha,2,2,16500000.0,Gampaha,16.0,Kadawatha
2400,4,4,Gampaha,6,2,20500000.0,Gampaha,16.0,Kadawatha
1610,3,2,Gampaha,44,2,19000000.0,Gampaha,10.0,Negombo
1600,4,3,Colombo,47,2,27500000.0,Colombo,6.0,Wellampitiya
2200,3,2,Gampaha,8,2,18500000.0,Gampaha,20.5,Kadawatha
1800,3,2,Colombo,40,2,23500000.0,Colombo,8.0,Malabe
2500,4,2,Gampaha,2,2,18000000.0,Gampaha,25.0,Mirigama
5500,5,3,Colombo,20,2,85000000.0,Colombo,12.9,Kotte
1200,2,1,Kandy,6,1,14000000.0,Kandy,12.5,Digana
3000,4,2,Colombo,43,2,18500000.0,Colombo,12.0,Homagama
7500,5,4,Colombo,2,2,150000000.0,Colombo,20.0,Nawala
545,1,1,Colombo,12,1,4000000.0,Colombo,2.0,Wellampitiya
3000,3,2,Gampaha,30,2,35000000.0,Gampaha,22.5,Negombo
2900,4,3,Colombo,29,2,33000000.0,Colombo,8.0,Kottawa
1200,2,1,Colombo,10,1,12000000.0,Colombo,4.0,Battaramulla
3600,6,5,Colombo,3,3,33500000.0,Colombo,16.0,Kottawa
7000,5,3,Colombo,23,2,53500000.0,Colombo,21.0,Homagama
2200,4,3,Colombo,4,2,24000000.0,Colombo,6.0,Malabe
2300,4,3,Gampaha,3,2,31500000.0,Gampaha,10.0,Ja-Ela
3050,5,4,Colombo,15,2,47000000.0,Colombo,11.7,Battaramulla
3000,5,4,Colombo,48,2,75000000.0,Colombo,9.15,Battaramulla
1610,3,2,Gampaha,2,2,18000000.0,Gampaha,11.5,Negombo
4800,6,6,Colombo,41,3,45000000.0,Colombo,10.1,Nugegoda
4000,6,6,Colombo,2,3,63000000.0,Colombo,12.0,Nugegoda
1600,3,2,Gampaha,44,2,18000000.0,Gampaha,10.0,Negombo
1600,3,1,Colombo,4,2,23000000.0,Colombo,34.68,Kottawa
2800,4,4,Colombo,50,2,27500000.0,Colombo,11.5,Malabe
2000,3,1,Puttalam,1,2,7200000.0,Puttalam,7.0,Chilaw
1350,3,2,Colombo,12,2,14000000.0,Colombo,10.0,Malabe
3100,4,3,Gampaha,2,2,26500000.0,Gampaha,10.5,Negombo
1384,3,2,Colombo,19,2,12000000.0,Colombo,5.0,Moratuwa
4500,5,4,Colombo,11,2,115000000.0,Colombo,22.0,Talawatugoda
1600,3,2,Gampaha,7,2,19000000.0,Gampaha,10.0,Negombo
3800,4,3,Colombo,9,2,40000000.0,Colombo,11.5,Talawatugoda
4000,5,4,Colombo,42,2,46000000.0,Colombo,10.0,Nugegoda
3600,5,4,Colombo,11,2,29000000.0,Colombo,7.5,Malabe
2600,4,4,Colombo,39,2,29000000.0,Colombo,10.0,Malabe
1500,3,3,Colombo,32,2,18500000.0,Colombo,7.5,Malabe
5200,4,4,Colombo,6,2,140000000.0,Colombo,30.0,Talawatugoda
5000,5,5,Colombo,5,2,60000000.0,Colombo,20.0,Battaramulla
4500,7,5,Colombo,22,4,55000000.0,Colombo,11.3,Nugegoda
3500,5,2,Colombo,8,2,26000000.0,Colombo,13.5,Malabe
4500,7,4,Colombo,21,4,45000000.0,Colombo,19.0,Nugegoda
4000,4,4,Colombo,6,2,120000000.0,Colombo,17.4,Battaramulla
5000,4,3,Colombo,4,2,22000000.0,Colombo,6.0,Mount Lavinia
3500,3,3,Colombo,46,2,80000000.0,Colombo,14.67,Kohuwala
5000,5,3,Colombo,15,2,175000000.0,Colombo,20.0,Colombo 8
3150,4,3,Gampaha,16,2,26500000.0,Gampaha,10.5,Negombo
1610,3,2,Gampaha,13,2,18000000.0,Gampaha,11.5,Negombo
850,2,2,Colombo,13,1,7200000.0,Colombo,4.0,Wellampitiya
1600,3,2,Gampaha,25,2,19000000.0,Gampaha,10.0,Negombo
1800,3,2,Colombo,6,2,13800000.0,Colombo,10.2,Homagama
1500,3,1,Colombo,20,2,18500000.0,Colombo,10.0,Piliyandala
3100,4,3,Gampaha,3,2,26500000.0,Gampaha,10.5,Negombo
3250,5,3,Colombo,42,2,23500000.0,Colombo,7.0,Piliyandala
3500,5,2,Colombo,4,2,45000000.0,Colombo,7.0,Kohuwala
4500,4,3,Colombo,4,2,45000000.0,Colombo,12.0,Kottawa
3100,4,4,Colombo,31,2,37500000.0,Colombo,11.0,Kottawa
5550,6,4,Colombo,5,3,48000000.0,Colombo,8.7,Mount Lavinia
3200,4,4,Colombo,13,2,30500000.0,Colombo,8.0,Piliyandala
5000,5,5,Colombo,3,2,140000000.0,Colombo,16.0,Kotte
1610,3,2,Gampaha,8,2,19000000.0,Gampaha,10.0,Negombo
1700,3,2,Colombo,16,2,23000000.0,Colombo,6.0,Dehiwala
4500,5,5,Colombo,28,2,46500000.0,Colombo,28.0,Piliyandala
2200,4,4,Colombo,9,2,23000000.0,Colombo,7.0,Malabe
1600,3,3,Colombo,6,2,18500000.0,Colombo,8.5,Piliyandala
2936,5,2,Colombo,12,2,21000000.0,Colombo,10.3,Homagama
3260,4,4,Colombo,9,2,23500000.0,Colombo,7.0,Piliyandala
1900,3,2,Colombo,50,2,19000000.0,Colombo,11.4,Malabe
1350,3,2,Colombo,34,2,14000000.0,Colombo,10.0,Malabe
1200,3,3,Colombo,5,2,13500000.0,Colombo,2.0,Dehiwala
3100,4,3,Gampaha,1,2,31000000.0,Gampaha,15.0,Negombo
1100,3,1,Colombo,12,2,6800000.0,Colombo,6.5,Piliyandala
1600,3,2,Gampaha,12,2,19000000.0,Gampaha,10.0,Negombo
4800,4,4,Colombo,22,2,90000000.0,Colombo,35.0,Talawatugoda
4200,4,3,Colombo,6,2,47500000.0,Colombo,8.0,Nugegoda
3000,4,3,Gampaha,7,2,22000000.0,Gampaha,10.0,Kadawatha
1610,3,2,Gampaha,25,2,19000000.0,Gampaha,10.0,Negombo
400,2,1,Galle,5,1,3500000.0,Galle,3.0,Galle City
2800,5,7,Colombo,43,2,64000000.0,Colombo,17.5,Talawatugoda
1600,3,2,Gampaha,8,2,19000000.0,Gampaha,10.0,Negombo
2400,4,3,Colombo,17,2,31000000.0,Colombo,9.5,Malabe
5000,6,5,Colombo,39,3,50000000.0,Colombo,27.5,Talawatugoda
2200,4,3,Colombo,45,2,22000000.0,Colombo,6.3,Malabe
3000,5,3,Colombo,47,2,37500000.0,Colombo,16.0,Malabe
4500,6,6,Colombo,18,3,97500000.0,Colombo,20.0,Malabe
3500,6,4,Colombo,1,3,70000000.0,Colombo,7.55,Colombo 8
1500,3,2,Colombo,6,2,15800000.0,Colombo,10.0,Piliyandala
5500,6,4,Colombo,9,3,49000000.0,Colombo,14.5,Piliyandala
3150,4,3,Gampaha,1,2,26500000.0,Gampaha,10.5,Negombo
1600,2,2,Gampaha,9,1,10000000.0,Gampaha,14.0,Negombo
2400,4,3,Colombo,9,2,27000000.0,Colombo,7.0,Piliyandala
2400,4,3,Colombo,18,2,24800000.0,Colombo,6.0,Piliyandala
1800,3,2,Colombo,4,2,12000000.0,Colombo,17.75,Piliyandala
2300,4,4,Colombo,40,2,215000000.0,Colombo,9.5,Piliyandala
2000,3,2,Colombo,49,2,21500000.0,Colombo,9.5,Piliyandala
1200,3,2,Colombo,44,2,18500000.0,Colombo,10.0,Piliyandala
2000,4,3,Colombo,36,2,19500000.0,Colombo,6.5,Piliyandala
2200,4,3,Colombo,46,2,26500000.0,Colombo,6.5,Malabe
3850,4,4,Colombo,44,2,33000000.0,Colombo,10.0,Piliyandala
2500,5,3,Colombo,33,2,17500000.0,Colombo,10.0,Kottawa
